char1,char2,score,char_set,sub
),K,0.361344537815126,default,-2.0
),L,0.5125,default,0.0
),M,0.217391304347826,default,-2.0
),N,0.3,default,-2.0
),O,0.304761904761905,default,-2.0
),P,0.447916666666667,default,-1.0
),Q,0.285714285714286,default,-2.0
),R,0.373913043478261,default,-2.0
),S,0.237113402061856,default,-2.0
),T,0.518518518518518,default,0.0
),U,0.333333333333333,default,-2.0
),V,0.247524752475248,default,-2.0
),W,0.171974522292994,default,-2.0
),X,0.247787610619469,default,-2.0
),Y,0.347368421052632,default,-2.0
),Z,0.233009708737864,default,-2.0
),\,0.290322580645161,default,-2.0
),^,0.227272727272727,default,-2.0
),_,0.0526315789473684,default,-2.0
),`,0.14,default,-2.0
),a,0.314606741573034,default,-2.0
),b,0.4,default,-1.0
),c,0.285714285714286,default,-2.0
),d,0.364583333333333,default,-2.0
),e,0.258823529411765,default,-2.0
),f,0.464788732394366,default,-1.0
),g,0.247787610619469,default,-2.0
),h,0.359223300970874,default,-2.0
),i,0.475409836065574,default,-1.0
),j,0.622950819672131,default,0.0
),k,0.395833333333333,default,-2.0
),l,0.6,default,0.0
),m,0.263565891472868,default,-2.0
),n,0.318681318681319,default,-2.0
),o,0.280898876404494,default,-2.0
),p,0.376237623762376,default,-2.0
),q,0.37,default,-2.0
),r,0.432835820895522,default,-1.0
),s,0.231707317073171,default,-2.0
),t,0.485294117647059,default,-1.0
),u,0.358695652173913,default,-2.0
),v,0.27710843373494,default,-2.0
),w,0.204918032786885,default,-2.0
),x,0.258064516129032,default,-2.0
),y,0.315217391304348,default,-2.0
),z,0.258823529411765,default,-2.0
),~,0.112903225806452,default,-2.0
),°,0.193548387096774,default,-2.0
),é,0.236559139784946,default,-2.0
),—,0.0461538461538462,default,-2.0
),‘,0.215686274509804,default,-2.0
),’,0.215686274509804,default,-2.0
),“,0.1875,default,-2.0
),”,0.209677419354839,default,-2.0
),™,0.178217821782178,default,-2.0
*,*,1.0,default,2.0
*,+,0.386363636363636,default,-2.0
*,",",0.285714285714286,default,-2.0
*,-,0.146341463414634,default,-2.0
*,.,0.146341463414634,default,-2.0
*,/,0.180327868852459,default,-2.0
*,0,0.207920792079208,default,-2.0
*,1,0.308823529411765,default,-2.0
*,2,0.241379310344828,default,-2.0
*,3,0.244186046511628,default,-2.0
*,4,0.292682926829268,default,-2.0
*,5,0.188888888888889,default,-2.0
*,6,0.25,default,-2.0
*,7,0.246753246753247,default,-2.0
*,8,0.225490196078431,default,-2.0
*,9,0.260416666666667,default,-2.0
*,:,0.18,default,-2.0
*,;,0.211538461538462,default,-2.0
*,=,0.196078431372549,default,-2.0
*,?,0.231884057971014,default,-2.0
*,@,0.134615384615385,default,-2.0
*,A,0.201923076923077,default,-2.0
*,B,0.193548387096774,default,-2.0
*,C,0.25609756097561,default,-2.0
*,D,0.169230769230769,default,-2.0
*,E,0.237623762376238,default,-2.0
*,F,0.260869565217391,default,-2.0
*,G,0.2,default,-2.0
*,H,0.164383561643836,default,-2.0
*,I,0.259259259259259,default,-2.0
*,J,0.228260869565217,default,-2.0
*,K,0.203125,default,-2.0
*,L,0.228260869565217,default,-2.0
*,M,0.160493827160494,default,-2.0
*,N,0.213114754098361,default,-2.0
*,O,0.194444444444444,default,-2.0
*,P,0.224299065420561,default,-2.0
*,Q,0.178861788617886,default,-2.0
*,R,0.2,default,-2.0
*,S,0.191489361702128,default,-2.0
*,T,0.223404255319149,default,-2.0
*,U,0.180952380952381,default,-2.0
*,V,0.204081632653061,default,-2.0
*,W,0.132911392405063,default,-2.0
*,X,0.1875,default,-2.0
*,Y,0.212121212121212,default,-2.0
*,Z,0.202020202020202,default,-2.0
*,\,0.180327868852459,default,-2.0
*,^,0.280701754385965,default,-2.0
*,_,0.181818181818182,default,-2.0
*,`,0.195121951219512,default,-2.0
*,a,0.238636363636364,default,-2.0
*,b,0.213592233009709,default,-2.0
*,c,0.3,default,-2.0
*,d,0.23,default,-2.0
*,e,0.32,default,-2.0
*,f,0.315068493150685,default,-2.0
*,g,0.176991150442478,default,-2.0
*,h,0.2,default,-2.0
*,i,0.28125,default,-2.0
*,j,0.246575342465753,default,-2.0
*,k,0.235294117647059,default,-2.0
*,l,0.27536231884058,default,-2.0
*,m,0.156716417910448,default,-2.0
*,n,0.204301075268817,default,-2.0
*,o,0.247058823529412,default,-2.0
*,p,0.212962962962963,default,-2.0
*,q,0.205607476635514,default,-2.0
*,r,0.27536231884058,default,-2.0
*,s,0.24,default,-2.0
*,t,0.388059701492537,default,-2.0
*,u,0.231578947368421,default,-2.0
*,v,0.225,default,-2.0
*,w,0.177966101694915,default,-2.0
*,x,0.238636363636364,default,-2.0
*,y,0.202127659574468,default,-2.0
*,z,0.253164556962025,default,-2.0
*,~,0.270833333333333,default,-2.0
*,°,0.346938775510204,default,-2.0
*,é,0.289156626506024,default,-2.0
*,—,0.142857142857143,default,-2.0
*,‘,0.285714285714286,default,-2.0
*,’,0.285714285714286,default,-2.0
*,“,0.333333333333333,default,-2.0
*,”,0.34,default,-2.0
*,™,0.233333333333333,default,-2.0
+,+,1.0,default,2.0
+,",",0.375,default,-2.0
+,-,0.3,default,-2.0
+,.,0.238095238095238,default,-2.0
+,/,0.186046511627907,default,-2.0
+,0,0.147727272727273,default,-2.0
+,1,0.236363636363636,default,-2.0
+,2,0.191780821917808,default,-2.0
+,3,0.178082191780822,default,-2.0
+,4,0.287878787878788,default,-2.0
+,5,0.162162162162162,default,-2.0
+,6,0.205128205128205,default,-2.0
+,7,0.209677419354839,default,-2.0
+,8,0.155555555555556,default,-2.0
+,9,0.204819277108434,default,-2.0
+,:,0.1875,default,-2.0
+,;,0.235294117647059,default,-2.0
+,=,0.379310344827586,default,-2.0
+,?,0.185185185185185,default,-2.0
+,@,0.0909090909090909,default,-2.0
+,A,0.142857142857143,default,-2.0
+,B,0.154545454545455,default,-2.0
+,C,0.171428571428571,default,-2.0
+,D,0.129310344827586,default,-2.0
+,E,0.195402298850575,default,-2.0
+,F,0.217948717948718,default,-2.0
+,G,0.141304347826087,default,-2.0
+,H,0.128787878787879,default,-2.0
+,I,0.191176470588235,default,-2.0
+,J,0.178082191780822,default,-2.0
+,K,0.136752136752137,default,-2.0
+,L,0.179487179487179,default,-2.0
+,M,0.0986842105263158,default,-2.0
+,N,0.133928571428571,default,-2.0
+,O,0.136842105263158,default,-2.0
+,P,0.182795698924731,default,-2.0
+,Q,0.127272727272727,default,-2.0
+,R,0.151785714285714,default,-2.0
+,S,0.1375,default,-2.0
+,T,0.205128205128205,default,-2.0
+,U,0.144444444444444,default,-2.0
+,V,0.154761904761905,default,-2.0
+,W,0.0972222222222222,default,-2.0
+,X,0.12,default,-2.0
+,Y,0.151162790697674,default,-2.0
+,Z,0.166666666666667,default,-2.0
+,\,0.186046511627907,default,-2.0
+,^,0.209302325581395,default,-2.0
+,_,0.476190476190476,default,-1.0
+,`,0.217391304347826,default,-2.0
+,a,0.222222222222222,default,-2.0
+,b,0.168539325842697,default,-2.0
+,c,0.206896551724138,default,-2.0
+,d,0.159090909090909,default,-2.0
+,e,0.278688524590164,default,-2.0
+,f,0.293103448275862,default,-2.0
+,g,0.154639175257732,default,-2.0
+,h,0.168421052631579,default,-2.0
+,i,0.244897959183673,default,-2.0
+,j,0.206896551724138,default,-2.0
+,k,0.179775280898876,default,-2.0
+,l,0.218181818181818,default,-2.0
+,m,0.107438016528926,default,-2.0
+,n,0.166666666666667,default,-2.0
+,o,0.180555555555556,default,-2.0
+,p,0.157894736842105,default,-2.0
+,q,0.148936170212766,default,-2.0
+,r,0.240740740740741,default,-2.0
+,s,0.180327868852459,default,-2.0
+,t,0.309090909090909,default,-2.0
+,u,0.156626506024096,default,-2.0
+,v,0.184615384615385,default,-2.0
+,w,0.123809523809524,default,-2.0
+,x,0.173333333333333,default,-2.0
+,y,0.15,default,-2.0
+,z,0.21875,default,-2.0
+,~,0.25,default,-2.0
+,°,0.285714285714286,default,-2.0
+,é,0.246376811594203,default,-2.0
+,—,0.303030303030303,default,-2.0
+,‘,0.375,default,-2.0
+,’,0.375,default,-2.0
+,“,0.305555555555556,default,-2.0
+,”,0.352941176470588,default,-2.0
+,™,0.184210526315789,default,-2.0
",",",",1.0,default,2.0
",",-,0.266666666666667,default,-2.0
",",.,0.461538461538462,default,-1.0
",",/,0.189189189189189,default,-2.0
",",0,0.132530120481928,default,-2.0
",",1,0.196078431372549,default,-2.0
",",2,0.142857142857143,default,-2.0
",",3,0.161764705882353,default,-2.0
",",4,0.181818181818182,default,-2.0
",",5,0.17910447761194,default,-2.0
",",6,0.12987012987013,default,-2.0
",",7,0.192982456140351,default,-2.0
",",8,0.127906976744186,default,-2.0
",",9,0.148148148148148,default,-2.0
",",:,0.347826086956522,default,-2.0
",",;,0.458333333333333,default,-1.0
",",=,0.137931034482759,default,-2.0
",",?,0.212765957446809,default,-2.0
",",@,0.0719424460431655,default,-2.0
",",A,0.127906976744186,default,-2.0
",",B,0.111111111111111,default,-2.0
",",C,0.153846153846154,default,-2.0
",",D,0.107142857142857,default,-2.0
",",E,0.141176470588235,default,-2.0
",",F,0.157894736842105,default,-2.0
",",G,0.126436781609195,default,-2.0
",",H,0.0923076923076923,default,-2.0
",",I,0.193548387096774,default,-2.0
",",J,0.164383561643836,default,-2.0
",",K,0.105263157894737,default,-2.0
",",L,0.164383561643836,default,-2.0
",",M,0.0810810810810811,default,-2.0
",",N,0.111111111111111,default,-2.0
",",O,0.122222222222222,default,-2.0
",",P,0.131868131868132,default,-2.0
",",Q,0.10377358490566,default,-2.0
",",R,0.109090909090909,default,-2.0
",",S,0.150684931506849,default,-2.0
",",T,0.16,default,-2.0
",",U,0.129411764705882,default,-2.0
",",V,0.139240506329114,default,-2.0
",",W,0.0863309352517986,default,-2.0
",",X,0.129032258064516,default,-2.0
",",Y,0.15,default,-2.0
",",Z,0.151898734177215,default,-2.0
",",\,0.189189189189189,default,-2.0
",",^,0.216216216216216,default,-2.0
",",_,0.2,default,-2.0
",",`,0.4,default,-1.0
",",a,0.157142857142857,default,-2.0
",",b,0.127906976744186,default,-2.0
",",c,0.211538461538462,default,-2.0
",",d,0.130952380952381,default,-2.0
",",e,0.183333333333333,default,-2.0
",",f,0.192982456140351,default,-2.0
",",g,0.117021276595745,default,-2.0
",",h,0.118279569892473,default,-2.0
",",i,0.227272727272727,default,-2.0
",",j,0.188679245283019,default,-2.0
",",k,0.126436781609195,default,-2.0
",",l,0.2,default,-2.0
",",m,0.104347826086957,default,-2.0
",",n,0.166666666666667,default,-2.0
",",o,0.164179104477612,default,-2.0
",",p,0.131868131868132,default,-2.0
",",q,0.122222222222222,default,-2.0
",",r,0.224489795918367,default,-2.0
",",s,0.203703703703704,default,-2.0
",",t,0.226415094339623,default,-2.0
",",u,0.155844155844156,default,-2.0
",",v,0.166666666666667,default,-2.0
",",w,0.099009900990099,default,-2.0
",",x,0.157142857142857,default,-2.0
",",y,0.148648648648649,default,-2.0
",",z,0.183333333333333,default,-2.0
",",~,0.222222222222222,default,-2.0
",",°,0.266666666666667,default,-2.0
",",é,0.161764705882353,default,-2.0
",",—,0.133333333333333,default,-2.0
",",‘,0.444444444444444,default,-1.0
",",’,1.0,default,1.0
",",“,0.290322580645161,default,-2.0
",",”,0.5,default,0.0
",",™,0.136986301369863,default,-2.0
-,-,1.0,default,2.0
-,.,0.2,default,-2.0
-,/,0.0606060606060606,default,-2.0
-,0,0.0609756097560976,default,-2.0
-,1,0.125,default,-2.0
-,2,0.0895522388059701,default,-2.0
-,3,0.0909090909090909,default,-2.0
-,4,0.0923076923076923,default,-2.0
-,5,0.0909090909090909,default,-2.0
-,6,0.0666666666666667,default,-2.0
-,7,0.109090909090909,default,-2.0
-,8,0.0588235294117647,default,-2.0
-,9,0.075,default,-2.0
-,:,0.142857142857143,default,-2.0
-,;,0.12,default,-2.0
-,=,0.3,default,-2.0
-,?,0.136363636363636,default,-2.0
-,@,0.0441176470588235,default,-2.0
-,A,0.0714285714285714,default,-2.0
-,B,0.0560747663551402,default,-2.0
-,C,0.0967741935483871,default,-2.0
-,D,0.0540540540540541,default,-2.0
-,E,0.0714285714285714,default,-2.0
-,F,0.08,default,-2.0
-,G,0.0705882352941176,default,-2.0
-,H,0.0465116279069767,default,-2.0
-,I,0.0983606557377049,default,-2.0
-,J,0.09375,default,-2.0
-,K,0.0530973451327434,default,-2.0
-,L,0.0833333333333333,default,-2.0
-,M,0.0408163265306122,default,-2.0
-,N,0.0560747663551402,default,-2.0
-,O,0.0681818181818182,default,-2.0
-,P,0.0666666666666667,default,-2.0
-,Q,0.0631578947368421,default,-2.0
-,R,0.055045871559633,default,-2.0
-,S,0.0845070422535211,default,-2.0
-,T,0.0810810810810811,default,-2.0
-,U,0.072289156626506,default,-2.0
-,V,0.0779220779220779,default,-2.0
-,W,0.0454545454545455,default,-2.0
-,X,0.0652173913043478,default,-2.0
-,Y,0.0759493670886076,default,-2.0
-,Z,0.0769230769230769,default,-2.0
-,\,0.0606060606060606,default,-2.0
-,^,0.117647058823529,default,-2.0
-,_,0.545454545454545,default,0.0
-,`,0.272727272727273,default,-2.0
-,a,0.0882352941176471,default,-2.0
-,b,0.0588235294117647,default,-2.0
-,c,0.0980392156862745,default,-2.0
-,d,0.0476190476190476,default,-2.0
-,e,0.103448275862069,default,-2.0
-,f,0.109090909090909,default,-2.0
-,g,0.0652173913043478,default,-2.0
-,h,0.0659340659340659,default,-2.0
-,i,0.146341463414634,default,-2.0
-,j,0.0769230769230769,default,-2.0
-,k,0.0705882352941176,default,-2.0
-,l,0.127659574468085,default,-2.0
-,m,0.0526315789473684,default,-2.0
-,n,0.0845070422535211,default,-2.0
-,o,0.0757575757575758,default,-2.0
-,p,0.0666666666666667,default,-2.0
-,q,0.0681818181818182,default,-2.0
-,r,0.127659574468085,default,-2.0
-,s,0.0943396226415094,default,-2.0
-,t,0.115384615384615,default,-2.0
-,u,0.0649350649350649,default,-2.0
-,v,0.105263157894737,default,-2.0
-,w,0.0612244897959184,default,-2.0
-,x,0.0882352941176471,default,-2.0
-,y,0.0833333333333333,default,-2.0
-,z,0.103448275862069,default,-2.0
-,~,0.181818181818182,default,-2.0
-,°,0.148148148148148,default,-2.0
-,é,0.0909090909090909,default,-2.0
-,—,0.272727272727273,default,-2.0
-,‘,0.266666666666667,default,-2.0
-,’,0.266666666666667,default,-2.0
-,“,0.178571428571429,default,-2.0
-,”,0.185185185185185,default,-2.0
-,™,0.0857142857142857,default,-2.0
.,.,1.0,default,2.0
.,/,0.15625,default,-2.0
.,0,0.0740740740740741,default,-2.0
.,1,0.125,default,-2.0
.,2,0.0895522388059701,default,-2.0
.,3,0.0909090909090909,default,-2.0
.,4,0.0923076923076923,default,-2.0
.,5,0.0909090909090909,default,-2.0
.,6,0.0810810810810811,default,-2.0
.,7,0.109090909090909,default,-2.0
.,8,0.0714285714285714,default,-2.0
.,9,0.075,default,-2.0
.,:,0.333333333333333,default,-2.0
.,;,0.272727272727273,default,-2.0
.,=,0.0833333333333333,default,-2.0
.,?,0.136363636363636,default,-2.0
.,@,0.0441176470588235,default,-2.0
.,A,0.0714285714285714,default,-2.0
.,B,0.0560747663551402,default,-2.0
.,C,0.0967741935483871,default,-2.0
.,D,0.0540540540540541,default,-2.0
.,E,0.0714285714285714,default,-2.0
.,F,0.08,default,-2.0
.,G,0.0705882352941176,default,-2.0
.,H,0.0465116279069767,default,-2.0
.,I,0.0983606557377049,default,-2.0
.,J,0.0869565217391304,default,-2.0
.,K,0.0530973451327434,default,-2.0
.,L,0.0833333333333333,default,-2.0
.,M,0.0408163265306122,default,-2.0
.,N,0.0560747663551402,default,-2.0
.,O,0.0681818181818182,default,-2.0
.,P,0.0666666666666667,default,-2.0
.,Q,0.0576923076923077,default,-2.0
.,R,0.055045871559633,default,-2.0
.,S,0.0845070422535211,default,-2.0
.,T,0.0810810810810811,default,-2.0
.,U,0.072289156626506,default,-2.0
.,V,0.0779220779220779,default,-2.0
.,W,0.048,default,-2.0
.,X,0.0652173913043478,default,-2.0
.,Y,0.0759493670886076,default,-2.0
.,Z,0.0769230769230769,default,-2.0
.,\,0.15625,default,-2.0
.,^,0.151515151515152,default,-2.0
.,_,0.133333333333333,default,-2.0
.,`,0.555555555555556,default,0.0
.,a,0.0882352941176471,default,-2.0
.,b,0.0714285714285714,default,-2.0
.,c,0.12,default,-2.0
.,d,0.0731707317073171,default,-2.0
.,e,0.103448275862069,default,-2.0
.,f,0.109090909090909,default,-2.0
.,g,0.0652173913043478,default,-2.0
.,h,0.0659340659340659,default,-2.0
.,i,0.146341463414634,default,-2.0
.,j,0.133333333333333,default,-2.0
.,k,0.0705882352941176,default,-2.0
.,l,0.127659574468085,default,-2.0
.,m,0.0526315789473684,default,-2.0
.,n,0.0845070422535211,default,-2.0
.,o,0.0923076923076923,default,-2.0
.,p,0.0666666666666667,default,-2.0
.,q,0.0681818181818182,default,-2.0
.,r,0.127659574468085,default,-2.0
.,s,0.115384615384615,default,-2.0
.,t,0.115384615384615,default,-2.0
.,u,0.0789473684210526,default,-2.0
.,v,0.105263157894737,default,-2.0
.,w,0.0612244897959184,default,-2.0
.,x,0.0882352941176471,default,-2.0
.,y,0.0833333333333333,default,-2.0
.,z,0.103448275862069,default,-2.0
.,~,0.181818181818182,default,-2.0
.,°,0.24,default,-2.0
.,é,0.0909090909090909,default,-2.0
.,—,0.0869565217391304,default,-2.0
.,‘,0.461538461538462,default,-1.0
.,’,0.461538461538462,default,-1.0
.,“,0.222222222222222,default,-2.0
.,”,0.230769230769231,default,-2.0
.,™,0.0857142857142857,default,-2.0
/,/,1.0,default,2.0
/,0,0.178947368421053,default,-2.0
/,1,0.215384615384615,default,-2.0
/,2,0.166666666666667,default,-2.0
/,3,0.154761904761905,default,-2.0
/,4,0.185185185185185,default,-2.0
/,5,0.154761904761905,default,-2.0
/,6,0.193181818181818,default,-2.0
/,7,0.34375,default,-2.0
/,8,0.15,default,-2.0
/,9,0.180851063829787,default,-2.0
/,:,0.13953488372093,default,-2.0
/,;,0.177777777777778,default,-2.0
/,=,0.0851063829787234,default,-2.0
/,?,0.229508196721311,default,-2.0
/,@,0.113333333333333,default,-2.0
/,A,0.197916666666667,default,-2.0
/,B,0.179487179487179,default,-2.0
/,C,0.207792207792208,default,-2.0
/,D,0.173553719008264,default,-2.0
/,E,0.210526315789474,default,-2.0
/,F,0.247058823529412,default,-2.0
/,G,0.148514851485149,default,-2.0
/,H,0.151079136690647,default,-2.0
/,I,0.295774647887324,default,-2.0
/,J,0.240963855421687,default,-2.0
/,K,0.170731707317073,default,-2.0
/,L,0.240963855421687,default,-2.0
/,M,0.119496855345912,default,-2.0
/,N,0.159663865546218,default,-2.0
/,O,0.155339805825243,default,-2.0
/,P,0.21,default,-2.0
/,Q,0.153846153846154,default,-2.0
/,R,0.176470588235294,default,-2.0
/,S,0.120879120879121,default,-2.0
/,T,0.25,default,-2.0
/,U,0.175257731958763,default,-2.0
/,V,0.241379310344828,default,-2.0
/,W,0.157534246575342,default,-2.0
/,X,0.118181818181818,default,-2.0
/,Y,0.222222222222222,default,-2.0
/,Z,0.172043010752688,default,-2.0
/,\,0.125,default,-2.0
/,^,0.188679245283019,default,-2.0
/,_,0.05,default,-2.0
/,`,0.114285714285714,default,-2.0
/,a,0.151162790697674,default,-2.0
/,b,0.161616161616162,default,-2.0
/,c,0.208955223880597,default,-2.0
/,d,0.141414141414141,default,-2.0
/,e,0.186666666666667,default,-2.0
/,f,0.246376811594203,default,-2.0
/,g,0.171428571428571,default,-2.0
/,h,0.150943396226415,default,-2.0
/,i,0.241379310344828,default,-2.0
/,j,0.246153846153846,default,-2.0
/,k,0.137254901960784,default,-2.0
/,l,0.21875,default,-2.0
/,m,0.124031007751938,default,-2.0
/,n,0.186046511627907,default,-2.0
/,o,0.170731707317073,default,-2.0
/,p,0.152380952380952,default,-2.0
/,q,0.155339805825243,default,-2.0
/,r,0.258064516129032,default,-2.0
/,s,0.136986301369863,default,-2.0
/,t,0.257575757575758,default,-2.0
/,u,0.188888888888889,default,-2.0
/,v,0.222222222222222,default,-2.0
/,w,0.151785714285714,default,-2.0
/,x,0.151162790697674,default,-2.0
/,y,0.25609756097561,default,-2.0
/,z,0.186666666666667,default,-2.0
/,~,0.108695652173913,default,-2.0
/,°,0.166666666666667,default,-2.0
/,é,0.168674698795181,default,-2.0
/,—,0.0416666666666667,default,-2.0
/,‘,0.189189189189189,default,-2.0
/,’,0.189189189189189,default,-2.0
/,“,0.16,default,-2.0
/,”,0.163265306122449,default,-2.0
/,™,0.134831460674157,default,-2.0
0,0,1.0,default,2.0
0,1,0.329896907216495,default,-2.0
0,2,0.309734513274336,default,-2.0
0,3,0.4,default,-1.0
0,4,0.280701754385965,default,-2.0
0,5,0.4,default,-1.0
0,6,0.581632653061224,default,0.0
0,7,0.247706422018349,default,-2.0
0,8,0.542056074766355,default,0.0
0,9,0.548076923076923,default,0.0
0,:,0.164705882352941,default,-2.0
0,;,0.170454545454545,default,-2.0
0,=,0.0978260869565217,default,-2.0
0,?,0.237623762376238,default,-2.0
0,@,0.24,default,-2.0
0,A,0.30952380952381,default,-2.0
0,B,0.553719008264463,default,0.0
0,C,0.444444444444444,default,-1.0
0,D,0.5,default,0.0
0,E,0.422413793103448,default,-1.0
0,F,0.405405405405405,default,-1.0
0,G,0.360655737704918,default,-2.0
0,H,0.304347826086957,default,-2.0
0,I,0.378640776699029,default,-2.0
0,J,0.318965517241379,default,-2.0
0,K,0.319727891156463,default,-2.0
0,L,0.416666666666667,default,-1.0
0,M,0.273743016759777,default,-2.0
0,N,0.287671232876712,default,-2.0
0,O,0.330708661417323,default,-2.0
0,P,0.461538461538462,default,-1.0
0,Q,0.275862068965517,default,-2.0
