char1,char2,score,char_set,sub
{,¼,0.2,default,-2.0
{,½,0.206611570247934,default,-2.0
{,¾,0.204724409448819,default,-2.0
{,é,0.25531914893617,default,-2.0
{,—,0.0555555555555556,default,-2.0
{,‘,0.181818181818182,default,-2.0
{,’,0.181818181818182,default,-2.0
{,“,0.161764705882353,default,-2.0
{,”,0.181818181818182,default,-2.0
{,™,0.173076923076923,default,-2.0
{,⅓,0.222222222222222,default,-2.0
{,⅔,0.169230769230769,default,-2.0
},},1.0,default,2.0
},~,0.126984126984127,default,-2.0
},°,0.1875,default,-2.0
},¼,0.172131147540984,default,-2.0
},½,0.169354838709677,default,-2.0
},¾,0.225806451612903,default,-2.0
},é,0.24468085106383,default,-2.0
},—,0.0563380281690141,default,-2.0
},‘,0.185185185185185,default,-2.0
},’,0.185185185185185,default,-2.0
},“,0.164179104477612,default,-2.0
},”,0.166666666666667,default,-2.0
},™,0.174757281553398,default,-2.0
},⅓,0.173553719008264,default,-2.0
},⅔,0.198412698412698,default,-2.0
 ,<,31.0,default,-2.0
 ,>,29.0,default,-2.0
!,<,0.12962962962963,default,-2.0
!,>,0.134615384615385,default,-2.0
"""",<,0.238095238095238,default,-2.0
"""",>,0.25,default,-2.0
#,<,0.192771084337349,default,-2.0
#,>,0.182926829268293,default,-2.0
%,<,0.136,default,-2.0
%,>,0.129032258064516,default,-2.0
&,<,0.172413793103448,default,-2.0
&,>,0.165217391304348,default,-2.0
',<,0.171428571428571,default,-2.0
',>,0.21875,default,-2.0
(,<,0.17910447761194,default,-2.0
(,>,0.149253731343284,default,-2.0
),<,0.142857142857143,default,-2.0
),>,0.147058823529412,default,-2.0
*,<,0.309090909090909,default,-2.0
*,>,0.296296296296296,default,-2.0
+,<,0.186046511627907,default,-2.0
+,>,0.195121951219512,default,-2.0
",",<,0.189189189189189,default,-2.0
",",>,0.272727272727273,default,-2.0
-,<,0.121212121212121,default,-2.0
-,>,0.09375,default,-2.0
.,<,0.15625,default,-2.0
.,>,0.206896551724138,default,-2.0
/,<,0.127272727272727,default,-2.0
/,>,0.111111111111111,default,-2.0
0,<,0.154639175257732,default,-2.0
0,>,0.134020618556701,default,-2.0
1,<,0.17910447761194,default,-2.0
1,>,0.166666666666667,default,-2.0
2,<,0.152941176470588,default,-2.0
2,>,0.170731707317073,default,-2.0
3,<,0.182926829268293,default,-2.0
3,>,0.20253164556962,default,-2.0
4,<,0.170731707317073,default,-2.0
4,>,0.175,default,-2.0
5,<,0.25974025974026,default,-2.0
5,>,0.20253164556962,default,-2.0
6,<,0.193181818181818,default,-2.0
6,>,0.197674418604651,default,-2.0
7,<,0.162162162162162,default,-2.0
7,>,0.183098591549296,default,-2.0
8,<,0.223404255319149,default,-2.0
8,>,0.21505376344086,default,-2.0
9,<,0.193548387096774,default,-2.0
9,>,0.211111111111111,default,-2.0
:,<,0.195121951219512,default,-2.0
:,>,0.205128205128205,default,-2.0
;,<,0.177777777777778,default,-2.0
;,>,0.214285714285714,default,-2.0
<,<,1.0,default,2.0
<,=,0.159090909090909,default,-2.0
<,>,0.333333333333333,default,-2.0
<,?,0.209677419354839,default,-2.0
<,@,0.120805369127517,default,-2.0
<,A,0.161616161616162,default,-2.0
<,B,0.15,default,-2.0
<,C,0.177215189873418,default,-2.0
<,D,0.109375,default,-2.0
<,E,0.161616161616162,default,-2.0
<,F,0.177777777777778,default,-2.0
<,G,0.148514851485149,default,-2.0
<,H,0.103448275862069,default,-2.0
<,I,0.15,default,-2.0
<,J,0.131868131868132,default,-2.0
<,K,0.180327868852459,default,-2.0
<,L,0.144444444444444,default,-2.0
<,M,0.1125,default,-2.0
<,N,0.169491525423729,default,-2.0
<,O,0.133333333333333,default,-2.0
<,P,0.163461538461538,default,-2.0
<,Q,0.153846153846154,default,-2.0
<,R,0.186440677966102,default,-2.0
<,S,0.259259259259259,default,-2.0
<,T,0.141304347826087,default,-2.0
<,U,0.128712871287129,default,-2.0
<,V,0.148936170212766,default,-2.0
<,W,0.104575163398693,default,-2.0
<,X,0.171428571428571,default,-2.0
<,Y,0.157894736842105,default,-2.0
<,Z,0.147368421052632,default,-2.0
<,[,0.160919540229885,default,-2.0
<,\,0.127272727272727,default,-2.0
<,],0.10958904109589,default,-2.0
<,^,0.211538461538462,default,-2.0
<,_,0.105263157894737,default,-2.0
<,`,0.21875,default,-2.0
<,a,0.222222222222222,default,-2.0
<,b,0.138613861386139,default,-2.0
<,c,0.227272727272727,default,-2.0
<,d,0.141414141414141,default,-2.0
<,e,0.236111111111111,default,-2.0
<,f,0.178082191780822,default,-2.0
<,g,0.194174757281553,default,-2.0
<,h,0.14018691588785,default,-2.0
<,i,0.161290322580645,default,-2.0
<,j,0.140845070422535,default,-2.0
<,k,0.234042553191489,default,-2.0
<,l,0.147058823529412,default,-2.0
<,m,0.124031007751938,default,-2.0
<,n,0.159090909090909,default,-2.0
<,o,0.170731707317073,default,-2.0
<,p,0.141509433962264,default,-2.0
<,q,0.155339805825243,default,-2.0
<,r,0.181818181818182,default,-2.0
<,s,0.360655737704918,default,-2.0
<,t,0.202898550724638,default,-2.0
<,u,0.16304347826087,default,-2.0
<,v,0.189189189189189,default,-2.0
<,w,0.131578947368421,default,-2.0
<,x,0.222222222222222,default,-2.0
<,y,0.157303370786517,default,-2.0
<,z,0.171052631578947,default,-2.0
<,{,0.169014084507042,default,-2.0
<,},0.154929577464789,default,-2.0
<,~,0.214285714285714,default,-2.0
<,°,0.333333333333333,default,-2.0
<,¼,0.160377358490566,default,-2.0
<,½,0.146788990825688,default,-2.0
<,¾,0.157894736842105,default,-2.0
<,é,0.2125,default,-2.0
<,—,0.0784313725490196,default,-2.0
<,‘,0.222222222222222,default,-2.0
<,’,0.189189189189189,default,-2.0
<,“,0.234042553191489,default,-2.0
<,”,0.266666666666667,default,-2.0
<,™,0.160919540229885,default,-2.0
<,⅓,0.150943396226415,default,-2.0
<,⅔,0.139130434782609,default,-2.0
=,>,0.13953488372093,default,-2.0
>,>,1.0,default,2.0
>,?,0.23728813559322,default,-2.0
>,@,0.10738255033557,default,-2.0
>,A,0.153061224489796,default,-2.0
>,B,0.152542372881356,default,-2.0
>,C,0.123456790123457,default,-2.0
>,D,0.129032258064516,default,-2.0
>,E,0.13,default,-2.0
>,F,0.142857142857143,default,-2.0
>,G,0.14,default,-2.0
>,H,0.0972222222222222,default,-2.0
>,I,0.153846153846154,default,-2.0
>,J,0.134831460674157,default,-2.0
>,K,0.173553719008264,default,-2.0
>,L,0.134831460674157,default,-2.0
>,M,0.106918238993711,default,-2.0
>,N,0.152542372881356,default,-2.0
>,O,0.125,default,-2.0
>,P,0.202020202020202,default,-2.0
>,Q,0.136752136752137,default,-2.0
>,R,0.169491525423729,default,-2.0
>,S,0.265822784810127,default,-2.0
>,T,0.144444444444444,default,-2.0
>,U,0.108910891089109,default,-2.0
>,V,0.152173913043478,default,-2.0
>,W,0.105960264900662,default,-2.0
>,X,0.141509433962264,default,-2.0
>,Y,0.161290322580645,default,-2.0
>,Z,0.150537634408602,default,-2.0
>,[,0.112359550561798,default,-2.0
>,\,0.111111111111111,default,-2.0
>,],0.144927536231884,default,-2.0
>,^,0.270833333333333,default,-2.0
>,_,0.0810810810810811,default,-2.0
>,`,0.233333333333333,default,-2.0
>,a,0.227848101265823,default,-2.0
>,b,0.164948453608247,default,-2.0
>,c,0.215384615384615,default,-2.0
>,d,0.15625,default,-2.0
>,e,0.225352112676056,default,-2.0
>,f,0.150684931506849,default,-2.0
>,g,0.186274509803922,default,-2.0
>,h,0.16504854368932,default,-2.0
>,i,0.166666666666667,default,-2.0
>,j,0.144927536231884,default,-2.0
>,k,0.2,default,-2.0
>,l,0.151515151515152,default,-2.0
>,m,0.125984251968504,default,-2.0
>,n,0.149425287356322,default,-2.0
>,o,0.175,default,-2.0
>,p,0.155339805825243,default,-2.0
>,q,0.135922330097087,default,-2.0
>,r,0.169230769230769,default,-2.0
>,s,0.35,default,-2.0
>,t,0.173913043478261,default,-2.0
>,u,0.179775280898876,default,-2.0
>,v,0.178082191780822,default,-2.0
>,w,0.154545454545455,default,-2.0
>,x,0.168674698795181,default,-2.0
>,y,0.147727272727273,default,-2.0
>,z,0.175675675675676,default,-2.0
>,{,0.140845070422535,default,-2.0
>,},0.176470588235294,default,-2.0
>,~,0.225,default,-2.0
>,°,0.285714285714286,default,-2.0
>,¼,0.130841121495327,default,-2.0
>,½,0.138888888888889,default,-2.0
>,¾,0.130434782608696,default,-2.0
>,é,0.20253164556962,default,-2.0
>,—,0.06,default,-2.0
>,‘,0.235294117647059,default,-2.0
>,’,0.272727272727273,default,-2.0
>,“,0.244444444444444,default,-2.0
>,”,0.222222222222222,default,-2.0
>,™,0.178571428571429,default,-2.0
>,⅓,0.132075471698113,default,-2.0
>,⅔,0.141592920353982,default,-2.0
 ,º,30.0,default,-2.0
!,º,0.25,default,-2.0
"""",º,0.416666666666667,default,-1.0
#,º,0.306666666666667,default,-2.0
%,º,0.226086956521739,default,-2.0
&,º,0.25,default,-2.0
',º,0.25,default,-2.0
(,º,0.2,default,-2.0
),º,0.234375,default,-2.0
*,º,0.314814814814815,default,-2.0
+,º,0.25,default,-2.0
",",º,0.303030303030303,default,-2.0
-,º,0.125,default,-2.0
.,º,0.2,default,-2.0
/,º,0.173076923076923,default,-2.0
0,º,0.168421052631579,default,-2.0
1,º,0.238095238095238,default,-2.0
2,º,0.25974025974026,default,-2.0
3,º,0.297297297297297,default,-2.0
4,º,0.266666666666667,default,-2.0
5,º,0.230769230769231,default,-2.0
6,º,0.181818181818182,default,-2.0
7,º,0.231884057971014,default,-2.0
8,º,0.239130434782609,default,-2.0
9,º,0.208791208791209,default,-2.0
:,º,0.142857142857143,default,-2.0
;,º,0.238095238095238,default,-2.0
<,º,0.244897959183673,default,-2.0
=,º,0.19047619047619,default,-2.0
>,º,0.25531914893617,default,-2.0
?,º,0.321428571428571,default,-2.0
@,º,0.160839160839161,default,-2.0
A,º,0.239130434782609,default,-2.0
B,º,0.201754385964912,default,-2.0
C,º,0.15,default,-2.0
D,º,0.128,default,-2.0
E,º,0.1875,default,-2.0
F,º,0.179775280898876,default,-2.0
G,º,0.185567010309278,default,-2.0
H,º,0.119718309859155,default,-2.0
I,º,0.213333333333333,default,-2.0
J,º,0.186046511627907,default,-2.0
K,º,0.181818181818182,default,-2.0
L,º,0.186046511627907,default,-2.0
M,º,0.141935483870968,default,-2.0
N,º,0.191304347826087,default,-2.0
O,º,0.123809523809524,default,-2.0
P,º,0.188118811881188,default,-2.0
Q,º,0.126050420168067,default,-2.0
R,º,0.198275862068966,default,-2.0
S,º,0.231707317073171,default,-2.0
T,º,0.238095238095238,default,-2.0
U,º,0.153061224489796,default,-2.0
V,º,0.202247191011236,default,-2.0
W,º,0.135135135135135,default,-2.0
X,º,0.207920792079208,default,-2.0
Y,º,0.197802197802198,default,-2.0
Z,º,0.186813186813187,default,-2.0
[,º,0.176470588235294,default,-2.0
\,º,0.173076923076923,default,-2.0
],º,0.230769230769231,default,-2.0
^,º,0.347826086956522,default,-2.0
_,º,0.108108108108108,default,-2.0
`,º,0.225806451612903,default,-2.0
a,º,0.289473684210526,default,-2.0
b,º,0.163265306122449,default,-2.0
c,º,0.26984126984127,default,-2.0
d,º,0.178947368421053,default,-2.0
e,º,0.27536231884058,default,-2.0
f,º,0.26865671641791,default,-2.0
g,º,0.257731958762887,default,-2.0
h,º,0.174757281553398,default,-2.0
i,º,0.245614035087719,default,-2.0
j,º,0.212121212121212,default,-2.0
k,º,0.236559139784946,default,-2.0
l,º,0.241935483870968,default,-2.0
m,º,0.152,default,-2.0
n,º,0.188235294117647,default,-2.0
o,º,0.1875,default,-2.0
p,º,0.153846153846154,default,-2.0
q,º,0.168316831683168,default,-2.0
r,º,0.262295081967213,default,-2.0
s,º,0.344262295081967,default,-2.0
t,º,0.242424242424242,default,-2.0
u,º,0.191011235955056,default,-2.0
v,º,0.260869565217391,default,-2.0
w,º,0.174311926605505,default,-2.0
x,º,0.272727272727273,default,-2.0
y,º,0.2,default,-2.0
z,º,0.257142857142857,default,-2.0
{,º,0.223880597014925,default,-2.0
},º,0.227272727272727,default,-2.0
~,º,0.315789473684211,default,-2.0
°,º,0.571428571428571,default,0.0
º,º,1.0,default,2.0
º,¼,0.184466019417476,default,-2.0
º,½,0.169811320754717,default,-2.0
º,¾,0.18018018018018,default,-2.0
º,é,0.246753246753247,default,-2.0
º,—,0.08,default,-2.0
º,‘,0.264705882352941,default,-2.0
º,’,0.303030303030303,default,-2.0
º,“,0.425,default,-1.0
º,”,0.435897435897436,default,-1.0
º,™,0.282051282051282,default,-2.0
º,⅓,0.163461538461538,default,-2.0
º,⅔,0.150442477876106,default,-2.0
 ,×,33.0,default,-2.0
!,×,0.166666666666667,default,-2.0
"""",×,0.317073170731707,default,-2.0
#,×,0.231707317073171,default,-2.0
%,×,0.170731707317073,default,-2.0
&,×,0.221238938053097,default,-2.0
',×,0.228571428571429,default,-2.0
(,×,0.173913043478261,default,-2.0
),×,0.188405797101449,default,-2.0
*,×,0.345454545454545,default,-2.0
+,×,0.204545454545455,default,-2.0
",",×,0.277777777777778,default,-2.0
-,×,0.114285714285714,default,-2.0
.,×,0.181818181818182,default,-2.0
/,×,0.142857142857143,default,-2.0
0,×,0.151515151515152,default,-2.0
1,×,0.173913043478261,default,-2.0
2,×,0.204819277108434,default,-2.0
3,×,0.222222222222222,default,-2.0
4,×,0.195121951219512,default,-2.0
5,×,0.207317073170732,default,-2.0
6,×,0.215909090909091,default,-2.0
7,×,0.189189189189189,default,-2.0
8,×,0.24468085106383,default,-2.0
9,×,0.189473684210526,default,-2.0
:,×,0.214285714285714,default,-2.0
;,×,0.25,default,-2.0
<,×,0.333333333333333,default,-2.0
=,×,0.177777777777778,default,-2.0
>,×,0.377777777777778,default,-2.0
?,×,0.241935483870968,default,-2.0
@,×,0.134228187919463,default,-2.0
A,×,0.181818181818182,default,-2.0
B,×,0.166666666666667,default,-2.0
C,×,0.172839506172839,default,-2.0
D,×,0.133858267716535,default,-2.0
E,×,0.17,default,-2.0
F,×,0.186813186813187,default,-2.0
G,×,0.145631067961165,default,-2.0
H,×,0.10958904109589,default,-2.0
I,×,0.189873417721519,default,-2.0
J,×,0.166666666666667,default,-2.0
K,×,0.23728813559322,default,-2.0
L,×,0.166666666666667,default,-2.0
M,×,0.139240506329114,default,-2.0
N,×,0.206896551724138,default,-2.0
O,×,0.130841121495327,default,-2.0
P,×,0.182692307692308,default,-2.0
Q,×,0.170940170940171,default,-2.0
R,×,0.213675213675214,default,-2.0
S,×,0.209302325581395,default,-2.0
T,×,0.188888888888889,default,-2.0
U,×,0.115384615384615,default,-2.0
V,×,0.195652173913043,default,-2.0
W,×,0.125,default,-2.0
X,×,0.213592233009709,default,-2.0
Y,×,0.204301075268817,default,-2.0
Z,×,0.180851063829787,default,-2.0
[,×,0.157303370786517,default,-2.0
\,×,0.142857142857143,default,-2.0
],×,0.169014084507042,default,-2.0
^,×,0.3,default,-2.0
_,×,0.1,default,-2.0
`,×,0.242424242424242,default,-2.0
a,×,0.216867469879518,default,-2.0
b,×,0.17,default,-2.0
c,×,0.185714285714286,default,-2.0
d,×,0.15,default,-2.0
e,×,0.197368421052632,default,-2.0
f,×,0.189189189189189,default,-2.0
g,×,0.237623762376238,default,-2.0
h,×,0.158878504672897,default,-2.0
i,×,0.193548387096774,default,-2.0
j,×,0.185714285714286,default,-2.0
k,×,0.282608695652174,default,-2.0
l,×,0.176470588235294,default,-2.0
m,×,0.130769230769231,default,-2.0
n,×,0.168539325842697,default,-2.0
o,×,0.166666666666667,default,-2.0
p,×,0.171428571428571,default,-2.0
q,×,0.130841121495327,default,-2.0
r,×,0.25,default,-2.0
s,×,0.287878787878788,default,-2.0
t,×,0.214285714285714,default,-2.0
u,×,0.172043010752688,default,-2.0
v,×,0.216216216216216,default,-2.0
w,×,0.149122807017544,default,-2.0
x,×,0.328947368421053,default,-2.0
y,×,0.193181818181818,default,-2.0
z,×,0.246575342465753,default,-2.0
{,×,0.180555555555556,default,-2.0
},×,0.217391304347826,default,-2.0
~,×,0.325,default,-2.0
°,×,0.288888888888889,default,-2.0
º,×,0.285714285714286,default,-2.0
¼,×,0.168224299065421,default,-2.0
½,×,0.165137614678899,default,-2.0
¾,×,0.155172413793103,default,-2.0
×,×,1.0,default,2.0
×,é,0.192771084337349,default,-2.0
×,—,0.0754716981132075,default,-2.0
×,‘,0.243243243243243,default,-2.0
×,’,0.277777777777778,default,-2.0
×,“,0.333333333333333,default,-2.0
×,”,0.340909090909091,default,-2.0
×,™,0.240963855421687,default,-2.0
×,⅓,0.169811320754717,default,-2.0
×,⅔,0.156521739130435,default,-2.0
 ,ä,80.0,default,-2.0
!,ä,0.264367816091954,default,-2.0
"""",ä,0.160919540229885,default,-2.0
#,ä,0.275862068965517,default,-2.0
%,ä,0.248366013071895,default,-2.0
&,ä,0.267123287671233,default,-2.0
',ä,0.125,default,-2.0
(,ä,0.242718446601942,default,-2.0
),ä,0.277227722772277,default,-2.0
*,ä,0.21,default,-2.0
+,ä,0.19047619047619,default,-2.0
",",ä,0.134146341463415,default,-2.0
-,ä,0.075,default,-2.0
.,ä,0.075,default,-2.0
/,ä,0.13265306122449,default,-2.0
0,ä,0.376068376068376,default,-2.0
1,ä,0.306122448979592,default,-2.0
2,ä,0.278260869565217,default,-2.0
3,ä,0.315315315315315,default,-2.0
4,ä,0.318181818181818,default,-2.0
5,ä,0.327272727272727,default,-2.0
6,ä,0.387387387387387,default,-2.0
7,ä,0.227272727272727,default,-2.0
8,ä,0.389830508474576,default,-2.0
9,ä,0.379310344827586,default,-2.0
:,ä,0.152941176470588,default,-2.0
;,ä,0.2,default,-2.0
<,ä,0.193548387096774,default,-2.0
=,ä,0.162790697674419,default,-2.0
>,ä,0.197802197802198,default,-2.0
?,ä,0.252525252525253,default,-2.0
@,ä,0.234285714285714,default,-2.0
A,ä,0.301587301587302,default,-2.0
B,ä,0.345323741007194,default,-2.0
C,ä,0.213675213675214,default,-2.0
D,ä,0.248366013071895,default,-2.0
E,ä,0.291338582677165,default,-2.0
F,ä,0.302521008403361,default,-2.0
G,ä,0.25,default,-2.0
H,ä,0.222222222222222,default,-2.0
I,ä,0.342857142857143,default,-2.0
J,ä,0.299145299145299,default,-2.0
K,ä,0.304054054054054,default,-2.0
L,ä,0.299145299145299,default,-2.0
M,ä,0.268156424581006,default,-2.0
N,ä,0.272108843537415,default,-2.0
O,ä,0.2,default,-2.0
P,ä,0.349206349206349,default,-2.0
Q,ä,0.194805194805195,default,-2.0
R,ä,0.369565217391304,default,-2.0
S,ä,0.348214285714286,default,-2.0
T,ä,0.350877192982456,default,-2.0
U,ä,0.216417910447761,default,-2.0
V,ä,0.266129032258065,default,-2.0
W,ä,0.211111111111111,default,-2.0
X,ä,0.303030303030303,default,-2.0
Y,ä,0.251968503937008,default,-2.0
Z,ä,0.274193548387097,default,-2.0
[,ä,0.315789473684211,default,-2.0
\,ä,0.180851063829787,default,-2.0
],ä,0.274509803921569,default,-2.0
^,ä,0.217391304347826,default,-2.0
_,ä,0.0963855421686747,default,-2.0
`,ä,0.1,default,-2.0
a,ä,0.85,default,1.0
b,ä,0.426086956521739,default,-1.0
c,ä,0.382978723404255,default,-2.0
d,ä,0.514018691588785,default,0.0
e,ä,0.468085106382979,default,-1.0
f,ä,0.323529411764706,default,-2.0
g,ä,0.421487603305785,default,-1.0
h,ä,0.474137931034483,default,-1.0
i,ä,0.344444444444444,default,-2.0
j,ä,0.3,default,-2.0
k,ä,0.352459016393443,default,-2.0
l,ä,0.322916666666667,default,-2.0
m,ä,0.39568345323741,default,-2.0
n,ä,0.480392156862745,default,-1.0
o,ä,0.494845360824742,default,-1.0
p,ä,0.40495867768595,default,-1.0
q,ä,0.4,default,-1.0
r,ä,0.295918367346939,default,-2.0
s,ä,0.375,default,-2.0
t,ä,0.333333333333333,default,-2.0
u,ä,0.471698113207547,default,-1.0
v,ä,0.280373831775701,default,-2.0
w,ä,0.271428571428571,default,-2.0
x,ä,0.298245614035088,default,-2.0
y,ä,0.235772357723577,default,-2.0
z,ä,0.314285714285714,default,-2.0
{,ä,0.269230769230769,default,-2.0
},ä,0.247619047619048,default,-2.0
~,ä,0.149425287356322,default,-2.0
°,ä,0.193181818181818,default,-2.0
º,ä,0.25,default,-2.0
¼,ä,0.264705882352941,default,-2.0
½,ä,0.191780821917808,default,-2.0
¾,ä,0.256944444444444,default,-2.0
×,ä,0.202127659574468,default,-2.0
ä,ä,1.0,default,2.0
ä,é,0.474747474747475,default,-1.0
ä,—,0.0833333333333333,default,-2.0
ä,‘,0.148148148148148,default,-2.0
ä,’,0.134146341463415,default,-2.0
ä,“,0.202247191011236,default,-2.0
ä,”,0.204545454545455,default,-2.0
ä,™,0.260504201680672,default,-2.0
ä,⅓,0.204225352112676,default,-2.0
ä,⅔,0.2,default,-2.0
"
","
",1.0,default,2.0
"
", ,0.0,default,-1.0
"
",!,30.0,default,-2.0
"
","""",21.0,default,-2.0
"
",#,68.0,default,-2.0
"
",%,111.0,default,-2.0
"
",&,105.0,default,-2.0
"
",',10.0,default,-1.0
"
",(,48.0,default,-2.0
"
",),49.0,default,-2.0
"
",*,41.0,default,-2.0
"
",+,20.0,default,-2.0
"
",",",13.0,default,-1.0
"
",-,6.0,default,-1.0
"
",.,6.0,default,-1.0
"
",/,31.0,default,-2.0
"
",0,81.0,default,-2.0
"
",1,48.0,default,-2.0
"
",2,67.0,default,-2.0
"
",3,66.0,default,-2.0
